balls_faced,runs_scored,dismissals,strike_rate,batting_avg,balls_bowled,runs_conceded,wickets,economy,bowling_avg,player_name
2133.0,3034.0,89.0,142.24097515236755,34.08988764044944,12.0,27.0,0.0,13.5,27.0,AJ Finch
227.0,245.0,15.0,107.92951541850219,16.333333333333332,1386.0,1666.0,62.0,7.212121212121212,26.870967741935484,AJ Hosein
52.0,78.0,6.0,150.0,13.0,,,,8.0,30.0,AJ Staal
130.0,110.0,9.0,84.61538461538461,12.222222222222221,78.0,75.0,4.0,5.769230769230769,18.75,AJ Turner
76.0,83.0,8.0,109.21052631578947,10.375,683.0,972.0,52.0,8.538799414348462,18.692307692307693,AJ Tye
32.0,38.0,2.0,118.75,19.0,36.0,45.0,2.0,7.5,22.5,AK Kitchen
9.0,2.0,1.0,22.22222222222222,2.0,,,,8.0,30.0,AK Mandal
896.0,1294.0,44.0,144.41964285714286,29.40909090909091,336.0,457.0,13.0,8.160714285714286,35.15384615384615,AK Markram
65.0,59.0,5.0,90.76923076923077,11.8,6.0,17.0,0.0,17.0,17.0,AK Perera
93.0,112.0,7.0,120.43010752688173,16.0,,,,8.0,30.0,AK Sah
150.0,162.0,18.0,108.0,9.0,748.0,1083.0,53.0,8.68716577540107,20.433962264150942,AL Phehlukwayo
21.0,25.0,3.0,119.04761904761905,8.333333333333334,60.0,104.0,2.0,10.4,52.0,AM Ellis
4.0,9.0,0.0,225.0,9.0,96.0,174.0,3.0,10.875,58.0,AM Fernando
8.0,3.0,1.0,37.5,3.0,72.0,104.0,3.0,8.666666666666666,34.666666666666664,AM Guruge
99.0,128.0,6.0,129.2929292929293,21.333333333333332,180.0,246.0,11.0,8.2,22.363636363636363,AM Hardie
8.0,5.0,1.0,62.5,5.0,12.0,12.0,0.0,6.0,12.0,AM McCarthy
29.0,19.0,2.0,65.51724137931035,9.5,342.0,437.0,21.0,7.666666666666666,20.80952380952381,AM Phangiso
289.0,314.0,16.0,108.65051903114187,19.625,,,,8.0,30.0,AM Rahane
79.0,85.0,4.0,107.59493670886076,21.25,,,,8.0,30.0,AN Kervezee
79.0,111.0,4.0,140.50632911392404,27.75,72.0,85.0,2.0,7.083333333333334,42.5,AP Devcich
57.0,73.0,3.0,128.0701754385965,24.333333333333332,300.0,353.0,15.0,7.0600000000000005,23.533333333333335,AR Cusack
52.0,36.0,1.0,69.23076923076923,36.0,,,,8.0,30.0,AR Gandhi
84.0,88.0,7.0,104.76190476190477,12.571428571428571,240.0,314.0,12.0,7.85,26.166666666666668,AR McBrine
68.0,79.0,2.0,116.1764705882353,39.5,180.0,250.0,8.0,8.333333333333332,31.25,AR Nurse
378.0,523.0,28.0,138.35978835978835,18.678571428571427,1183.0,1473.0,71.0,7.47083685545224,20.746478873239436,AR Patel
5.0,5.0,1.0,100.0,5.0,24.0,17.0,2.0,4.25,8.5,AR White
1.0,1.0,0.0,100.0,1.0,12.0,14.0,0.0,7.0,14.0,AS Dean
73.0,76.0,5.0,104.10958904109589,15.2,90.0,93.0,7.0,6.200000000000001,13.285714285714286,AS Hansra
4.0,0.0,1.0,0.0,0.0,,,,8.0,30.0,AS Hundal
118.0,123.0,7.0,104.23728813559323,17.571428571428573,894.0,1351.0,55.0,9.06711409395973,24.563636363636363,AS Joseph
215.0,233.0,22.0,108.37209302325581,10.590909090909092,,,,8.0,30.0,AT Carey
155.0,159.0,12.0,102.58064516129033,13.25,24.0,30.0,3.0,7.5,10.0,AT Nidamanuru
50.0,42.0,4.0,84.0,10.5,,,,8.0,30.0,AT Rayudu
156.0,145.0,21.0,92.94871794871796,6.904761904761905,2498.0,3113.0,128.0,7.477181745396317,24.3203125,AU Rashid
14.0,7.0,2.0,50.0,3.5,156.0,115.0,11.0,4.423076923076923,10.454545454545455,AY Patel
6.0,2.0,0.0,33.33333333333333,2.0,60.0,79.0,7.0,7.9,11.285714285714286,Aakash Chand
37.0,68.0,3.0,183.7837837837838,22.666666666666668,84.0,156.0,3.0,11.142857142857142,52.0,Aamer Jamal
6.0,15.0,0.0,250.0,15.0,36.0,37.0,2.0,6.166666666666666,18.5,Aamer Yamin
275.0,309.0,17.0,112.36363636363636,18.176470588235293,48.0,91.0,2.0,11.375,45.5,Aarif Sheikh
2.0,1.0,0.0,50.0,1.0,12.0,17.0,0.0,8.5,17.0,Aarnav Patel
669.0,768.0,31.0,114.79820627802691,24.774193548387096,,,,8.0,30.0,Aasif Sheikh
139.0,123.0,9.0,88.48920863309353,13.666666666666666,336.0,325.0,19.0,5.803571428571429,17.105263157894736,Aayan Afzal Khan
82.0,94.0,10.0,114.6341463414634,9.4,381.0,527.0,36.0,8.299212598425196,14.63888888888889,Abbas Afridi
65.0,52.0,5.0,80.0,10.4,24.0,35.0,2.0,8.75,17.5,Abdul Razzaq
58.0,66.0,4.0,113.79310344827587,16.5,,,,8.0,30.0,Abdul Samad
15.0,8.0,2.0,53.333333333333336,4.0,,,,8.0,30.0,Abdul Shakoor
37.0,41.0,2.0,110.8108108108108,20.5,,,,8.0,30.0,Abdullah Shafique
24.0,16.0,4.0,66.66666666666666,4.0,291.0,336.0,15.0,6.927835051546391,22.4,Abdur Razzak
12.0,7.0,1.0,58.333333333333336,7.0,6.0,18.0,0.0,18.0,18.0,Abdur Rehman
276.0,535.0,15.0,193.84057971014494,35.666666666666664,114.0,147.0,6.0,7.7368421052631575,24.5,Abhishek Sharma
6.0,13.0,1.0,216.66666666666666,13.0,,,,8.0,30.0,Abraash Khan
8.0,3.0,1.0,37.5,3.0,226.0,321.0,14.0,8.522123893805311,22.928571428571427,Abrar Ahmed
29.0,37.0,1.0,127.58620689655173,37.0,162.0,268.0,5.0,9.925925925925926,53.6,Abu Hider
3.0,2.0,1.0,66.66666666666666,2.0,24.0,43.0,1.0,10.75,43.0,Abu Jayed
,,,120.0,25.0,36.0,61.0,2.0,10.166666666666666,30.5,Abul Hasan
7.0,7.0,0.0,100.0,7.0,,,,8.0,30.0,Adnan Mufti
830.0,1002.0,46.0,120.72289156626506,21.782608695652176,162.0,235.0,7.0,8.703703703703704,33.57142857142857,Afif Hossain
,,,120.0,25.0,24.0,14.0,3.0,3.5,4.666666666666667,Aftab Hussain
240.0,299.0,9.0,124.58333333333333,33.22222222222222,60.0,74.0,4.0,7.4,18.5,Agha Salman
,,,120.0,25.0,18.0,15.0,1.0,5.0,15.0,Ahmed Daniyal
106.0,77.0,7.0,72.64150943396226,11.0,554.0,630.0,18.0,6.8231046931407935,35.0,Ahmed Raza
1031.0,1161.0,48.0,112.60911736178467,24.1875,6.0,10.0,0.0,10.0,10.0,Ahmed Shehzad
59.0,56.0,3.0,94.91525423728814,18.666666666666668,,,,8.0,30.0,Ahsan Abbasi
39.0,36.0,2.0,92.3076923076923,18.0,,,,8.0,30.0,Ahsan Ali
21.0,22.0,1.0,104.76190476190477,22.0,429.0,539.0,31.0,7.538461538461538,17.387096774193548,Ahsan Malik
3.0,0.0,0.0,0.0,0.0,48.0,55.0,2.0,6.875,27.5,Aizaz Cheema
335.0,351.0,21.0,104.77611940298507,16.714285714285715,534.0,685.0,28.0,7.6966292134831455,24.464285714285715,Aizaz Khan
25.0,13.0,4.0,52.0,3.25,,,,8.0,30.0,Akbar Khan
22.0,23.0,2.0,104.54545454545455,11.5,84.0,103.0,6.0,7.357142857142858,17.166666666666668,Akhil Kumar
34.0,45.0,1.0,132.35294117647058,45.0,168.0,185.0,9.0,6.607142857142858,20.555555555555557,Akif Raja
12.0,7.0,2.0,58.333333333333336,3.5,590.0,710.0,45.0,7.220338983050847,15.777777777777779,Al-Amin Hossain
69.0,73.0,5.0,105.79710144927536,14.6,240.0,354.0,12.0,8.850000000000001,29.5,Ali Naseer
41.0,35.0,2.0,85.36585365853658,17.5,188.0,235.0,13.0,7.5,18.076923076923077,Aminul Islam
6.0,3.0,2.0,50.0,1.5,84.0,100.0,7.0,7.142857142857142,14.285714285714286,Amir Hayat
50.0,40.0,4.0,80.0,10.0,,,,8.0,30.0,Amjad Ali
202.0,232.0,10.0,114.85148514851484,23.2,336.0,400.0,28.0,7.142857142857142,14.285714285714286,Amjad Javed
346.0,395.0,17.0,114.16184971098266,23.235294117647058,,,,8.0,30.0,Anamul Haque
29.0,21.0,0.0,72.41379310344827,21.0,34.0,32.0,2.0,5.647058823529411,16.0,Anas Khan
,,,120.0,25.0,6.0,11.0,0.0,11.0,11.0,Ansh Patel
13.0,13.0,1.0,100.0,13.0,,,,8.0,30.0,Ansh Tandon
501.0,548.0,19.0,109.38123752495011,28.842105263157894,72.0,106.0,5.0,8.833333333333334,21.2,Anshuman Rath
77.0,109.0,7.0,141.55844155844156,15.571428571428571,253.0,344.0,11.0,8.158102766798418,31.272727272727273,Anwar Ali
41.0,47.0,2.0,114.6341463414634,23.5,54.0,50.0,2.0,5.555555555555555,25.0,Arafat Minhas
29.0,34.0,3.0,117.24137931034481,11.333333333333334,186.0,233.0,12.0,7.516129032258064,19.416666666666668,Arafat Sunny
57.0,53.0,4.0,92.98245614035088,13.25,,,,8.0,30.0,Ariful Haque
2.0,0.0,2.0,0.0,0.0,54.0,50.0,4.0,5.555555555555555,12.5,Arshad Iqbal
58.0,69.0,6.0,118.96551724137932,11.5,1184.0,1612.0,94.0,8.16891891891892,17.148936170212767,Arshdeep Singh
52.0,41.0,6.0,78.84615384615384,6.833333333333333,42.0,46.0,2.0,6.571428571428572,23.0,Aryan Lakra
,,,120.0,25.0,24.0,29.0,0.0,7.25,29.0,Asad Ali
54.0,54.0,2.0,100.0,27.0,,,,8.0,30.0,Asad Shafiq
96.0,117.0,7.0,121.875,16.714285714285715,24.0,18.0,1.0,4.5,18.0,Ashfaq Ahmed
410.0,524.0,36.0,127.8048780487805,14.555555555555555,,,,8.0,30.0,Asif Ali
243.0,340.0,14.0,139.91769547325103,24.285714285714285,,,,8.0,30.0,Asif Khan
,,,120.0,25.0,48.0,63.0,2.0,7.875,31.5,Ateeq Iqbal
20.0,27.0,2.0,135.0,13.5,475.0,688.0,28.0,8.690526315789475,24.571428571428573,Avesh Khan
80.0,70.0,5.0,87.5,14.0,,,,8.0,30.0,Awais Zia
58.0,83.0,7.0,143.10344827586206,11.857142857142858,,,,8.0,30.0,Azam Khan
212.0,244.0,15.0,115.09433962264151,16.266666666666666,,,,8.0,30.0,B Bhandari
40.0,41.0,5.0,102.49999999999999,8.2,142.0,186.0,7.0,7.859154929577465,26.571428571428573,B Evans
37.0,37.0,3.0,100.0,12.333333333333334,379.0,513.0,19.0,8.12137203166227,27.0,B Fernando
94.0,67.0,8.0,71.27659574468085,8.375,1767.0,2049.0,92.0,6.957555178268251,22.27173913043478,B Kumar
,,,120.0,25.0,47.0,88.0,1.0,11.23404255319149,88.0,B Laughlin
5.0,6.0,1.0,120.0,6.0,94.0,109.0,7.0,6.957446808510638,15.571428571428571,B Lee
42.0,55.0,3.0,130.95238095238096,18.333333333333332,180.0,211.0,7.0,7.033333333333333,30.142857142857142,B Mavuta
57.0,42.0,9.0,73.68421052631578,4.666666666666667,1091.0,1285.0,56.0,7.066911090742439,22.946428571428573,B Muzarabani
49.0,19.0,5.0,38.775510204081634,3.8,205.0,197.0,14.0,5.765853658536585,14.071428571428571,B Regmi
26.0,39.0,2.0,150.0,19.5,,,,8.0,30.0,B Sharki
5.0,0.0,2.0,0.0,0.0,256.0,347.0,17.0,8.1328125,20.41176470588235,B Shikongo
12.0,9.0,1.0,75.0,9.0,420.0,527.0,29.0,7.5285714285714285,18.17241379310345,B Stanlake
38.0,19.0,1.0,50.0,19.0,468.0,699.0,20.0,8.961538461538462,34.95,B White
38.0,37.0,5.0,97.36842105263158,7.4,37.0,64.0,1.0,10.378378378378379,64.0,B Yadav
34.0,43.0,5.0,126.47058823529412,8.6,240.0,354.0,17.0,8.850000000000001,20.823529411764707,BA Carse
1114.0,1511.0,53.0,135.63734290843806,28.50943396226415,,,,8.0,30.0,BA King
421.0,545.0,26.0,129.4536817102138,20.96153846153846,570.0,785.0,26.0,8.263157894736842,30.192307692307693,BA Stokes
2.0,1.0,1.0,50.0,1.0,411.0,513.0,28.0,7.4890510948905105,18.321428571428573,BAW Mendis
22.0,19.0,2.0,86.36363636363636,9.5,,,,8.0,30.0,BB Chari
634.0,897.0,26.0,141.48264984227131,34.5,,,,8.0,30.0,BB McCullum
,,,120.0,25.0,48.0,37.0,6.0,4.625,6.166666666666667,BB Sran
70.0,72.0,8.0,102.85714285714285,9.0,432.0,562.0,21.0,7.805555555555555,26.761904761904763,BC Fortuin
23.0,35.0,3.0,152.17391304347828,11.666666666666666,66.0,98.0,2.0,8.90909090909091,49.0,BCJ Cutting
6.0,6.0,2.0,100.0,3.0,431.0,445.0,35.0,6.194895591647333,12.714285714285714,BD Glover
,,,120.0,25.0,30.0,54.0,2.0,10.8,27.0,BE Fletcher
23.0,18.0,3.0,78.26086956521739,6.0,409.0,596.0,26.0,8.743276283618583,22.923076923076923,BE Hendricks
590.0,597.0,23.0,101.18644067796609,25.956521739130434,402.0,550.0,26.0,8.208955223880597,21.153846153846153,BFW de Leede
6.0,1.0,2.0,16.666666666666664,0.5,221.0,309.0,11.0,8.389140271493211,28.09090909090909,BG Lister
477.0,608.0,27.0,127.46331236897275,22.51851851851852,92.0,114.0,6.0,7.434782608695652,19.0,BJ Bennett
24.0,15.0,1.0,62.5,15.0,204.0,183.0,20.0,5.382352941176471,9.15,BJ Currie
5.0,1.0,2.0,20.0,0.5,90.0,148.0,6.0,9.866666666666667,24.666666666666668,BJ Dwarshuis
41.0,60.0,5.0,146.34146341463415,12.0,,,,8.0,30.0,BJ Haddin
65.0,79.0,6.0,121.53846153846153,13.166666666666666,18.0,24.0,1.0,8.0,24.0,BJ Hodge
32.0,44.0,1.0,137.5,44.0,,,,8.0,30.0,BJ Jacobs
223.0,277.0,17.0,124.2152466367713,16.294117647058822,865.0,1260.0,37.0,8.739884393063583,34.054054054054056,BJ McCarthy
268.0,396.0,12.0,147.76119402985074,33.0,101.0,163.0,4.0,9.683168316831683,40.75,BJ McMullen
14.0,16.0,1.0,114.28571428571428,16.0,,,,8.0,30.0,BJ Rohrer
13.0,9.0,2.0,69.23076923076923,4.5,,,,8.0,30.0,BJ Watling
1367.0,1795.0,66.0,131.30943672275055,27.196969696969695,,,,8.0,30.0,BKG Mendis
343.0,527.0,19.0,153.64431486880466,27.736842105263158,,,,8.0,30.0,BM Duckett
53.0,46.0,2.0,86.79245283018868,23.0,780.0,860.0,37.0,6.615384615384616,23.243243243243242,BM Scholtz
23.0,11.0,2.0,47.82608695652174,5.5,341.0,520.0,21.0,9.149560117302052,24.761904761904763,BM Tickner
28.0,37.0,2.0,132.14285714285714,18.5,128.0,192.0,7.0,9.0,27.428571428571427,BM Wheeler
149.0,177.0,8.0,118.79194630872483,22.125,186.0,221.0,12.0,7.129032258064516,18.416666666666668,BMAJ Mendis
777.0,945.0,38.0,121.62162162162163,24.86842105263158,,,,8.0,30.0,BN Cooper
114.0,128.0,5.0,112.28070175438596,25.6,,,,8.0,30.0,BOP Fernando
68.0,95.0,5.0,139.70588235294116,19.0,,,,8.0,30.0,BR Dunk
343.0,342.0,19.0,99.70845481049562,18.0,,,,8.0,30.0,BR McDermott
476.0,586.0,25.0,123.109243697479,23.44,,,,8.0,30.0,BRM Taylor
19.0,18.0,1.0,94.73684210526315,18.0,396.0,581.0,24.0,8.803030303030303,24.208333333333332,BTJ Wheal
23.0,21.0,1.0,91.30434782608695,21.0,378.0,523.0,23.0,8.3015873015873,22.73913043478261,BV Sears
7.0,8.0,0.0,114.28571428571428,8.0,238.0,309.0,5.0,7.789915966386555,61.8,BV Vitori
1.0,0.0,1.0,0.0,0.0,18.0,18.0,1.0,6.0,18.0,BW Hilfenhaus
3047.0,3939.0,99.0,129.27469642271086,39.78787878787879,,,,8.0,30.0,Babar Azam
582.0,752.0,25.0,129.20962199312714,30.08,,,,8.0,30.0,Babar Hayat
374.0,473.0,19.0,126.47058823529412,24.894736842105264,298.0,342.0,21.0,6.885906040268456,16.285714285714285,Basil Hameed
,,,120.0,25.0,24.0,30.0,2.0,7.5,15.0,Basir Ahamad
14.0,23.0,2.0,164.28571428571428,11.5,138.0,212.0,6.0,9.217391304347826,35.333333333333336,Bilawal Bhatti
19.0,31.0,1.0,163.1578947368421,31.0,72.0,82.0,3.0,6.833333333333333,27.333333333333332,C Bosch
618.0,780.0,35.0,126.21359223300972,22.285714285714285,559.0,779.0,22.0,8.361359570661897,35.40909090909091,C Campher
7.0,6.0,0.0,85.71428571428571,6.0,,,,8.0,30.0,C Carter
6.0,3.0,1.0,50.0,3.0,30.0,67.0,2.0,13.4,33.5,C Cassell
,,,120.0,25.0,36.0,53.0,0.0,8.833333333333334,53.0,C Connolly
24.0,24.0,1.0,100.0,24.0,66.0,102.0,2.0,9.272727272727273,51.0,C Floyd
200.0,315.0,9.0,157.5,35.0,176.0,259.0,12.0,8.829545454545455,21.583333333333332,C Green
29.0,57.0,2.0,196.55172413793102,28.5,,,,8.0,30.0,C Jonker
232.0,249.0,20.0,107.32758620689656,12.45,665.0,877.0,26.0,7.912781954887219,33.73076923076923,C Karunaratne
169.0,180.0,11.0,106.50887573964498,16.363636363636363,,,,8.0,30.0,C Kieswetter
406.0,435.0,23.0,107.14285714285714,18.91304347826087,,,,8.0,30.0,C Madande
1099.0,1727.0,55.0,157.14285714285714,31.4,118.0,185.0,4.0,9.40677966101695,46.25,C Munro
,,,120.0,25.0,30.0,57.0,0.0,11.399999999999999,57.0,C Olphert
9.0,5.0,0.0,55.55555555555556,5.0,22.0,33.0,1.0,9.0,33.0,C Sakariya
63.0,52.0,5.0,82.53968253968253,10.4,,,,8.0,30.0,C Tear
33.0,26.0,3.0,78.78787878787878,8.666666666666666,120.0,130.0,7.0,6.5,18.571428571428573,C Viljoen
11.0,14.0,1.0,127.27272727272727,14.0,42.0,54.0,1.0,7.714285714285715,54.0,C Wickramasinghe
27.0,24.0,2.0,88.88888888888889,12.0,,,,8.0,30.0,C Zhuwao
363.0,503.0,31.0,138.56749311294766,16.225806451612904,321.0,448.0,15.0,8.373831775700934,29.866666666666667,C de Grandhomme
52.0,78.0,2.0,150.0,39.0,,,,8.0,30.0,CA Ingram
220.0,291.0,14.0,132.27272727272728,20.785714285714285,,,,8.0,30.0,CA Lynn
94.0,77.0,9.0,81.91489361702128,8.555555555555555,265.0,326.0,17.0,7.381132075471697,19.176470588235293,CA Soper
96.0,70.0,13.0,72.91666666666666,5.384615384615385,1052.0,1466.0,67.0,8.361216730038024,21.880597014925375,CA Young
53.0,31.0,2.0,58.490566037735846,15.5,372.0,559.0,16.0,9.016129032258064,34.9375,CAK Rajitha
169.0,174.0,14.0,102.9585798816568,12.428571428571429,,,,8.0,30.0,CAK Walton
36.0,28.0,3.0,77.77777777777779,9.333333333333334,418.0,609.0,24.0,8.741626794258373,25.375,CB Mpofu
25.0,21.0,3.0,84.0,7.0,289.0,456.0,16.0,9.46712802768166,28.5,CB Sole
11.0,10.0,3.0,90.9090909090909,3.3333333333333335,520.0,709.0,36.0,8.180769230769231,19.694444444444443,CBRLS Kumara
15.0,17.0,2.0,113.33333333333333,8.5,6.0,8.0,0.0,8.0,8.0,CD Barnwell
102.0,99.0,7.0,97.05882352941177,14.142857142857142,,,,8.0,30.0,CD Wallace
20.0,34.0,2.0,170.0,17.0,114.0,107.0,7.0,5.631578947368421,15.285714285714286,CD de Lange
95.0,100.0,6.0,105.26315789473684,16.666666666666668,134.0,165.0,7.0,7.388059701492537,23.571428571428573,CE McConchie
452.0,464.0,18.0,102.65486725663717,25.77777777777778,54.0,77.0,3.0,8.555555555555555,25.666666666666668,CG Williams
924.0,1265.0,47.0,136.9047619047619,26.914893617021278,172.0,183.0,8.0,6.383720930232558,22.875,CH Gayle
102.0,133.0,11.0,130.3921568627451,12.090909090909092,474.0,646.0,32.0,8.177215189873419,20.1875,CH Morris
350.0,484.0,21.0,138.28571428571428,23.047619047619047,360.0,494.0,16.0,8.233333333333334,30.875,CJ Anderson
155.0,187.0,11.0,120.64516129032259,17.0,,,,8.0,30.0,CJ Bowes
7.0,4.0,1.0,57.14285714285714,4.0,138.0,152.0,8.0,6.608695652173913,19.0,CJ Boyce
214.0,222.0,16.0,103.73831775700934,13.875,132.0,173.0,6.0,7.863636363636363,28.833333333333332,CJ Chibhabha
28.0,19.0,1.0,67.85714285714286,19.0,192.0,296.0,13.0,9.25,22.76923076923077,CJ Dala
3.0,2.0,0.0,66.66666666666666,2.0,24.0,37.0,0.0,9.25,37.0,CJ Green
322.0,424.0,31.0,131.67701863354037,13.67741935483871,1924.0,2772.0,119.0,8.644490644490645,23.294117647058822,CJ Jordan
16.0,13.0,2.0,81.25,6.5,112.0,162.0,4.0,8.678571428571429,40.5,CJ McKay
359.0,377.0,21.0,105.01392757660166,17.952380952380953,365.0,427.0,19.0,7.019178082191781,22.473684210526315,CJA Amini
30.0,30.0,3.0,100.0,10.0,,,,8.0,30.0,CK Coventry
349.0,417.0,17.0,119.48424068767909,24.529411764705884,,,,8.0,30.0,CK Kapugedera
,,,120.0,25.0,6.0,9.0,0.0,9.0,9.0,CK Tshuma
286.0,351.0,10.0,122.72727272727273,35.1,18.0,26.0,1.0,8.666666666666666,26.0,CL White
8.0,13.0,1.0,162.5,13.0,,,,8.0,30.0,CM McBride
337.0,372.0,17.0,110.38575667655786,21.88235294117647,162.0,177.0,6.0,6.555555555555555,29.5,CN Ackermann
219.0,225.0,14.0,102.73972602739727,16.071428571428573,333.0,451.0,18.0,8.126126126126126,25.055555555555557,CN Greaves
434.0,472.0,19.0,108.75576036866359,24.842105263157894,213.0,206.0,16.0,5.80281690140845,12.875,CO Obuya
200.0,227.0,7.0,113.5,32.42857142857143,,,,8.0,30.0,CP Rizwan
259.0,288.0,17.0,111.1969111969112,16.941176470588236,619.0,879.0,27.0,8.520193861066236,32.55555555555556,CR Brathwaite
1264.0,1339.0,54.0,105.93354430379746,24.796296296296298,,,,8.0,30.0,CR Ervine
87.0,110.0,7.0,126.4367816091954,15.714285714285714,527.0,704.0,29.0,8.01518026565465,24.275862068965516,CR Woakes
6.0,1.0,1.0,16.666666666666664,1.0,12.0,7.0,0.0,3.5,7.0,CRD Fernando
10.0,8.0,1.0,80.0,8.0,,,,8.0,30.0,CS Baugh
696.0,725.0,36.0,104.16666666666667,20.13888888888889,96.0,109.0,2.0,6.8125,54.5,CS MacLeod
38.0,39.0,3.0,102.63157894736842,13.0,102.0,160.0,2.0,9.411764705882353,80.0,CT Mumba
95.0,80.0,10.0,84.21052631578947,8.0,108.0,120.0,7.0,6.666666666666667,17.142857142857142,CT Mutombodzi
6.0,1.0,2.0,16.666666666666664,0.5,411.0,485.0,33.0,7.08029197080292,14.696969696969697,CV Varun
293.0,311.0,17.0,106.14334470989762,18.294117647058822,,,,8.0,30.0,Chirag Suri
28.0,17.0,1.0,60.71428571428571,17.0,27.0,39.0,1.0,8.666666666666666,39.0,D Bishoo
49.0,94.0,4.0,191.83673469387753,23.5,,,,8.0,30.0,D Brevis
101.0,122.0,6.0,120.79207920792079,20.333333333333332,,,,8.0,30.0,D Cleaver
49.0,79.0,4.0,161.22448979591837,19.75,18.0,32.0,0.0,10.666666666666666,32.0,D Ferreira
79.0,88.0,4.0,111.39240506329114,22.0,,,,8.0,30.0,D Foxcroft
69.0,66.0,7.0,95.65217391304348,9.428571428571429,216.0,322.0,10.0,8.944444444444445,32.2,D Heyliger
,,,120.0,25.0,18.0,14.0,1.0,4.666666666666667,14.0,D Jakiel
9.0,11.0,1.0,122.22222222222223,11.0,,,,8.0,30.0,D Khanal
5.0,1.0,3.0,20.0,0.3333333333333333,264.0,409.0,14.0,9.295454545454547,29.214285714285715,D Madushanka
21.0,20.0,1.0,95.23809523809523,20.0,,,,8.0,30.0,D Murphy
285.0,317.0,17.0,111.22807017543859,18.647058823529413,48.0,95.0,0.0,11.875,95.0,D Myers
4.0,0.0,2.0,0.0,0.0,,,,8.0,30.0,D Nath
38.0,38.0,2.0,100.0,19.0,,,,8.0,30.0,D Padikkal
14.0,14.0,2.0,100.0,7.0,66.0,93.0,2.0,8.454545454545455,46.5,D Parashar
2.0,5.0,1.0,250.0,5.0,179.0,262.0,10.0,8.782122905027933,26.2,D Paterson
159.0,261.0,12.0,164.1509433962264,21.75,504.0,678.0,35.0,8.071428571428573,19.37142857142857,D Pretorius
257.0,301.0,19.0,117.1206225680934,15.842105263157896,,,,8.0,30.0,D Ramdin
15.0,12.0,1.0,80.0,12.0,164.0,192.0,11.0,7.024390243902438,17.454545454545453,D Ravu
350.0,447.0,21.0,127.71428571428571,21.285714285714285,812.0,957.0,52.0,7.071428571428571,18.403846153846153,D Wiese
83.0,94.0,5.0,113.25301204819279,18.8,6.0,11.0,0.0,11.0,11.0,D la Cock
1667.0,2369.0,71.0,142.1115776844631,33.36619718309859,,,,8.0,30.0,DA Miller
17.0,15.0,1.0,88.23529411764706,15.0,,,,8.0,30.0,DA Rankin
1674.0,2412.0,67.0,144.08602150537635,36.0,,,,8.0,30.0,DA Warner
89.0,126.0,6.0,141.57303370786516,21.0,263.0,413.0,16.0,9.422053231939163,25.8125,DAJ Bracewell
178.0,225.0,8.0,126.40449438202248,28.125,149.0,202.0,5.0,8.134228187919463,40.4,DAS Gunaratne
1.0,0.0,1.0,0.0,0.0,120.0,156.0,5.0,7.800000000000001,31.2,DC Delany
19.0,15.0,5.0,78.94736842105263,3.0,192.0,283.0,6.0,8.84375,47.166666666666664,DC Drakes
54.0,51.0,6.0,94.44444444444444,8.5,,,,8.0,30.0,DC Thomas
96.0,77.0,3.0,80.20833333333334,25.666666666666668,,,,8.0,30.0,DDP D'Silva
1.0,1.0,0.0,100.0,1.0,162.0,192.0,7.0,7.111111111111111,27.428571428571427,DE Bollinger
62.0,60.0,4.0,96.7741935483871,15.0,6.0,16.0,1.0,16.0,16.0,DE Budge
45.0,51.0,2.0,113.33333333333333,25.5,,,,8.0,30.0,DF Watts
8.0,1.0,3.0,12.5,0.3333333333333333,,,,8.0,30.0,DG Brownlie
70.0,35.0,6.0,50.0,5.833333333333333,26.0,53.0,2.0,12.23076923076923,26.5,DI Allan
779.0,880.0,40.0,112.96534017971757,22.0,1143.0,1469.0,73.0,7.711286089238845,20.123287671232877,DJ Bravo
247.0,363.0,12.0,146.96356275303643,30.25,89.0,72.0,6.0,4.853932584269662,12.0,DJ Hooda
82.0,89.0,8.0,108.53658536585367,11.125,42.0,47.0,2.0,6.714285714285714,23.5,DJ Hussey
1396.0,1870.0,51.0,133.9541547277937,36.666666666666664,12.0,27.0,1.0,13.5,27.0,DJ Malan
1065.0,1463.0,58.0,137.37089201877936,25.224137931034484,101.0,167.0,9.0,9.92079207920792,18.555555555555557,DJ Mitchell
156.0,206.0,13.0,132.05128205128204,15.846153846153847,841.0,1152.0,51.0,8.218787158145066,22.58823529411765,DJ Willey
214.0,369.0,20.0,172.42990654205607,18.45,427.0,593.0,13.0,8.33255269320843,45.61538461538461,DJG Sammy
539.0,642.0,20.0,119.10946196660481,32.1,114.0,151.0,4.0,7.947368421052631,37.75,DJM Short
28.0,53.0,2.0,189.28571428571428,26.5,516.0,700.0,32.0,8.13953488372093,21.875,DL Chahar
19.0,18.0,2.0,94.73684210526315,9.0,138.0,168.0,3.0,7.304347826086957,56.0,DL Vettori
19.0,23.0,1.0,121.05263157894737,23.0,2.0,1.0,0.0,3.0,1.0,DLS van Bunge
298.0,315.0,14.0,105.70469798657717,22.5,,,,8.0,30.0,DM Bravo
44.0,48.0,5.0,109.09090909090908,9.6,,,,8.0,30.0,DM Gondaria
656.0,742.0,36.0,113.10975609756098,20.61111111111111,280.0,317.0,17.0,6.792857142857143,18.647058823529413,DM de Silva
